DEPP;CODCOMP;COMP;Commune pôle;DEP;CODCOM;COM;Commune;PMUN;PCAP;PTOT
41;248;41248;Couëtron-au-Perche;41;248;41248;Souday;492;11;503
41;059;41059;Le Controis-en-Sologne;41;257;41257;Thenay;915;13;928
41;070;41070;Vallée-de-Ronsard;41;263;41263;Tréhet;95;2;97
41;173;41173;Beauce la Romaine;41;264;41264;Tripleville;166;1;167
41;173;41173;Beauce la Romaine;41;270;41270;Verdes;429;4;433
41;167;41167;Veuzain-sur-Loire;41;272;41272;Veuves;214;2;216
42;268;42268;Vézelin-sur-Loire;42;004;42004;Amions;310;6;316
42;039;42039;Chalmazel-Jeansagnière;42;039;42039;Chalmazel;353;2;355
42;225;42225;Genilac;42;080;42080;La Cula;963;15;978
42;268;42268;Vézelin-sur-Loire;42;082;42082;Dancé;178;7;185
42;039;42039;Chalmazel-Jeansagnière;42;114;42114;Jeansagnière;95;3;98
42;218;42218;Saint-Étienne;42;190;42190;Rochetaillée;682;7;689
42;245;42245;Vêtre-sur-Anzon;42;245;42245;Saint-Julien-la-Vêtre;361;9;370
42;279;42279;Saint-Just-Saint-Rambert;42;250;42250;Saint-Just-sur-Loire;7105;117;7222
42;268;42268;Vézelin-sur-Loire;42;268;42268;Saint-Paul-de-Vézelin;328;4;332
42;245;42245;Vêtre-sur-Anzon;42;291;42291;Saint-Thurin;204;7;211
43;221;43221;Saint-Privat-d'Allier;43;176;43176;Saint-Didier-d'Allier;48;0;48
43;090;43090;Esplantas-Vazeilles;43;255;43255;Vazeilles-près-Saugues;35;2;37
44;163;44163;Vair-sur-Loire;44;004;44004;Anetz;2163;56;2219
44;005;44005;Chaumes-en-Retz;44;005;44005;Arthon-en-Retz;4497;70;4567
44;029;44029;Divatte-sur-Loire;44;008;44008;Barbechat;1351;19;1370
44;213;44213;Loireauxence;44;011;44011;Belligné;1803;31;1834
44;180;44180;Vallons-de-l'Erdre;44;017;44017;Bonnœuvre;546;8;554
44;021;44021;Villeneuve-en-Retz;44;021;44021;Bourgneuf-en-Retz;3741;58;3799
44;029;44029;Divatte-sur-Loire;44;029;44029;La Chapelle-Basse-Mer;5807;98;5905
44;213;44213;Loireauxence;44;034;44034;La Chapelle-Saint-Sauveur;819;9;828
44;005;44005;Chaumes-en-Retz;44;040;44040;Chéméré;2791;42;2833
44;021;44021;Villeneuve-en-Retz;44;059;44059;Fresnay-en-Retz;1263;27;1290
44;087;44087;Machecoul-Saint-Même;44;087;44087;Machecoul;6310;194;6504
44;180;44180;Vallons-de-l'Erdre;44;093;44093;Maumusson;1050;17;1067
44;213;44213;Loireauxence;44;147;44147;La Rouxière;1166;11;1177
44;163;44163;Vair-sur-Loire;44;163;44163;Saint-Herblon;2727;53;2780
44;180;44180;Vallons-de-l'Erdre;44;180;44180;Saint-Mars-la-Jaille;2450;46;2496
44;087;44087;Machecoul-Saint-Même;44;181;44181;Saint-Même-le-Tenu;1355;37;1392
44;180;44180;Vallons-de-l'Erdre;44;191;44191;Saint-Sulpice-des-Landes;679;9;688
44;213;44213;Loireauxence;44;213;44213;Varades;3721;76;3797
44;180;44180;Vallons-de-l'Erdre;44;219;44219;Vritz;706;11;717
44;180;44180;Vallons-de-l'Erdre;44;225;44225;Freigné;1194;18;1212
45;240;45240;Outarville;45;003;45003;Allainville-en-Beauce;145;6;151
45;155;45155;Gien;45;007;45007;Arrabloy;582;16;598
45;253;45253;Pithiviers-le-Vieil;45;048;45048;Bouzonville-en-Beauce;285;7;292
45;191;45191;Le Malesherbois;45;057;45057;Labrosse;95;1;96
45;035;45035;Boiscommun;45;090;45090;Chemault;277;5;282
45;191;45191;Le Malesherbois;45;106;45106;Coudray;386;16;402
45;240;45240;Outarville;45;140;45140;Faronville;134;0;134
45;160;45160;Greneville-en-Beauce;45;163;45163;Guignonville;265;3;268
45;025;45025;Bazoches-les-Gallerandes;45;172;45172;Izy;295;3;298
45;191;45191;Le Malesherbois;45;190;45190;Mainvilliers;262;3;265
45;191;45191;Le Malesherbois;45;191;45191;Malesherbes;6004;117;6121
45;191;45191;Le Malesherbois;45;192;45192;Manchecourt;750;12;762
45;191;45191;Le Malesherbois;45;221;45221;Nangeville;112;1;113
45;191;45191;Le Malesherbois;45;236;45236;Orveau-Bellesauve;413;11;424
45;240;45240;Outarville;45;295;45295;Saint-Péravy-Épreux;180;5;185
45;162;45162;Guigneville;45;304;45304;Sébouville;214;7;221
45;240;45240;Outarville;45;318;45318;Teillay-le-Gaudin;148;4;152
45;118;45118;Crottes-en-Pithiverais;45;319;45319;Teillay-Saint-Benoît;75;0;75
45;348;45348;Yèvre-la-Ville;45;349;45349;Yèvre-le-Châtel;229;1;230
46;263;46263;Barguelonne-en-Quercy;46;014;46014;Bagat-en-Quercy;194;4;198
46;138;46138;Cœur de Causse;46;019;46019;Beaumat;72;0;72
46;033;46033;Porte-du-Quercy;46;033;46033;Le Boulvé;158;3;161
46;311;46311;Sousceyrac-en-Quercy;46;048;46048;Calviac;149;0;149
46;063;46063;Castelnau-Montratier;46;063;46063;Castelnau-Montratier;1721;37;1758
46;232;46232;Le Vignon-en-Quercy;46;067;46067;Cazillac;405;10;415
46;311;46311;Sousceyrac-en-Quercy;46;071;46071;Comiac;212;4;216
46;156;46156;Bellefont-La Rauze;46;077;46077;Cours;289;5;294
46;083;46083;Cressensac-Sarrazac;46;083;46083;Cressensac;629;5;634
46;033;46033;Porte-du-Quercy;46;099;46099;Fargues;156;3;159
46;103;46103;Saint-Paul-Flaugnac;46;103;46103;Flaugnac;405;11;416
46;138;46138;Cœur de Causse;46;110;46110;Fontanes-du-Causse;62;1;63
46;138;46138;Cœur de Causse;46;138;46138;Labastide-Murat;611;15;626
46;311;46311;Sousceyrac-en-Quercy;46;141;46141;Lacam-d'Ourcet;105;5;110
46;311;46311;Sousceyrac-en-Quercy;46;150;46150;Lamativie;55;1;56
46;156;46156;Bellefont-La Rauze;46;156;46156;Laroque-des-Arcs;457;10;467
46;262;46262;Lendou-en-Quercy;46;158;46158;Lascabanes;205;4;209
46;232;46232;Le Vignon-en-Quercy;46;232;46232;Les Quatre-Routes-du-Lot;550;11;561
46;063;46063;Castelnau-Montratier;46;248;46248;Sainte-Alauzie;106;1;107
46;252;46252;Les Pechs du Vers;46;252;46252;Saint-Cernin;198;2;200
46;262;46262;Lendou-en-Quercy;46;262;46262;Saint-Cyprien;241;4;245
46;263;46263;Barguelonne-en-Quercy;46;263;46263;Saint-Daunès;227;6;233
46;268;46268;Saint Géry-Vers;46;268;46268;Saint-Géry;447;14;461
46;262;46262;Lendou-en-Quercy;46;274;46274;Saint-Laurent-Lolmie;174;4;178
46;252;46252;Les Pechs du Vers;46;275;46275;Saint-Martin-de-Vers;108;0;108
46;033;46033;Porte-du-Quercy;46;278;46278;Saint-Matré;116;3;119
46;263;46263;Barguelonne-en-Quercy;46;285;46285;Saint-Pantaléon;285;6;291
46;103;46103;Saint-Paul-Flaugnac;46;287;46287;Saint-Paul-de-Loubressac;576;16;592
46;138;46138;Cœur de Causse;46;291;46291;Saint-Sauveur-la-Vallée;50;0;50
46;083;46083;Cressensac-Sarrazac;46;298;46298;Sarrazac;525;9;534
46;033;46033;Porte-du-Quercy;46;300;46300;Saux;104;2;106
46;311;46311;Sousceyrac-en-Quercy;46;311;46311;Sousceyrac;814;10;824
46;138;46138;Cœur de Causse;46;325;46325;Vaillac;95;2;97
46;156;46156;Bellefont-La Rauze;46;327;46327;Valroufié;442;13;455
46;268;46268;Saint Géry-Vers;46;331;46331;Vers;465;8;473
47;302;47302;Sos;47;116;47116;Gueyze;139;3;142
47;221;47221;Réaup-Lisse;47;149;47149;Lisse;226;7;233
47;302;47302;Sos;47;166;47166;Meylan;52;0;52
47;206;47206;Pinel-Hauterive;47;268;47268;Saint-Pierre-de-Caubel;189;1;190
47;134;47134;Lannes;47;322;47322;Villeneuve-de-Mézin;74;3;77
48;009;48009;Peyre en Aubrac;48;009;48009;Aumont-Aubrac;1030;27;1057
48;034;48034;La Canourgue;48;011;48011;Auxillac;330;5;335
48;027;48027;Mont Lozère et Goulet;48;014;48014;Bagnols-les-Bains;257;4;261
48;027;48027;Mont Lozère et Goulet;48;023;48023;Belvezet;85;0;85
48;027;48027;Mont Lozère et Goulet;48;027;48027;Le Bleymard;389;23;412
48;034;48034;La Canourgue;48;035;48035;La Capelle;97;6;103
48;038;48038;Bel-Air-Val-d'Ance;48;038;48038;Chambon-le-Château;295;4;299
48;027;48027;Mont Lozère et Goulet;48;040;48040;Chasseradès;152;1;153
48;009;48009;Peyre en Aubrac;48;047;48047;La Chaze-de-Peyre;321;6;327
48;099;48099;Bourgs sur Colagne;48;049;48049;Chirac;1135;17;1152
48;127;48127;Monts-de-Randon;48;057;48057;Estables;149;2;151
48;009;48009;Peyre en Aubrac;48;060;48060;Fau-de-Peyre;175;1;176
48;105;48105;Naussac-Fontanes;48;062;48062;Fontanes;162;7;169
48;009;48009;Peyre en Aubrac;48;076;48076;Javols;332;67;399
48;126;48126;Lachamp-Ribennes;48;078;48078;Lachamp;189;4;193
48;139;48139;Saint Bonnet-Laval;48;084;48084;Laval-Atger;149;1;150
48;087;48087;Prinsuéjols-Malbouzon;48;087;48087;Malbouzon;113;3;116
48;027;48027;Mont Lozère et Goulet;48;093;48093;Mas-d'Orcières;110;0;110
48;094;48094;Massegros Causses Gorges;48;094;48094;Le Massegros;400;12;412
48;099;48099;Bourgs sur Colagne;48;099;48099;Le Monastier-Pin-Moriès;942;28;970
48;146;48146;Gorges du Tarn Causses;48;101;48101;Montbrun;80;4;84
48;034;48034;La Canourgue;48;102;48102;Montjézieu;124;5;129
48;105;48105;Naussac-Fontanes;48;105;48105;Naussac;206;9;215
48;116;48116;Pont de Montvert - Sud Mont Lozère;48;116;48116;Le Pont-de-Montvert;296;7;303
48;087;48087;Prinsuéjols-Malbouzon;48;120;48120;Prinsuéjols;137;5;142
48;146;48146;Gorges du Tarn Causses;48;122;48122;Quézac;321;9;330
48;094;48094;Massegros Causses Gorges;48;125;48125;Le Recoux;128;7;135
48;126;48126;Lachamp-Ribennes;48;126;48126;Ribennes;186;6;192
48;127;48127;Monts-de-Randon;48;127;48127;Rieutort-de-Randon;723;15;738
48;127;48127;Monts-de-Randon;48;133;48133;Saint-Amans;170;3;173
48;152;48152;Ventalon en Cévennes;48;134;48134;Saint-Andéol-de-Clerguemort;91;2;93
48;139;48139;Saint Bonnet-Laval;48;139;48139;Saint-Bonnet-de-Montauroux;109;0;109
48;009;48009;Peyre en Aubrac;48;142;48142;Sainte-Colombe-de-Peyre;199;5;204
48;146;48146;Gorges du Tarn Causses;48;146;48146;Sainte-Enimie;500;23;523
48;152;48152;Ventalon en Cévennes;48;152;48152;Saint-Frézal-de-Ventalon;167;3;170
48;094;48094;Massegros Causses Gorges;48;154;48154;Saint-Georges-de-Lévéjac;262;5;267
48;166;48166;Cans et Cévennes;48;162;48162;Saint-Julien-d'Arpaon;94;2;96
48;027;48027;Mont Lozère et Goulet;48;164;48164;Saint-Julien-du-Tournel;114;0;114
48;166;48166;Cans et Cévennes;48;166;48166;Saint-Laurent-de-Trèves;194;11;205
48;094;48094;Massegros Causses Gorges;48;180;48180;Saint-Rome-de-Dolan;66;3;69
48;009;48009;Peyre en Aubrac;48;183;48183;Saint-Sauveur-de-Peyre;247;7;254
48;038;48038;Bel-Air-Val-d'Ance;48;184;48184;Saint-Symphorien;245;4;249
48;127;48127;Monts-de-Randon;48;189;48189;Servières;133;3;136
48;094;48094;Massegros Causses Gorges;48;195;48195;Les Vignes;80;1;81
48;039;48039;Chanac;48;196;48196;Le Villard;81;3;84
48;127;48127;Monts-de-Randon;48;197;48197;La Villedieu;34;0;34
49;050;49050;Brissac Loire Aubance;49;001;49001;Les Alleuds;963;23;986
49;003;49003;Tuffalun;49;003;49003;Ambillou-Château;925;19;944
49;307;49307;Loire-Authion;49;004;49004;Andard;3049;107;3156
49;176;49176;Le Lion-d'Angers;49;005;49005;Andigné;443;6;449
49;023;49023;Beaupréau-en-Mauges;49;006;49006;Andrezé;2030;62;2092
49;228;49228;Noyant-Villages;49;013;49013;Auverse;440;10;450
49;331;49331;Segré-en-Anjou Bleu;49;014;49014;Aviré;492;21;513
49;328;49328;Saumur;49;016;49016;Bagneux;4314;146;4460
49;018;49018;Baugé-en-Anjou;49;018;49018;Baugé;3653;72;3725
49;307;49307;Loire-Authion;49;019;49019;Bauné;1849;65;1914
49;021;49021;Beaufort-en-Anjou;49;021;49021;Beaufort-en-Vallée;6447;94;6541
49;023;49023;Beaupréau-en-Mauges;49;023;49023;Beaupréau;7794;237;8031
49;244;49244;Mauges-sur-Loire;49;024;49024;Beausse;394;10;404
49;163;49163;Jarzé Villages;49;025;49025;Beauvau;309;4;313
49;029;49029;Blaison-Saint-Sulpice;49;029;49029;Blaison-Gohier;1113;24;1137
49;018;49018;Baugé-en-Anjou;49;031;49031;Bocé;660;13;673
49;307;49307;Loire-Authion;49;032;49032;La Bohalle;1140;40;1180
49;218;49218;Montrevault-sur-Èvre;49;033;49033;La Boissière-sur-Èvre;449;9;458
49;244;49244;Mauges-sur-Loire;49;034;49034;Botz-en-Mauges;820;21;841
49;331;49331;Segré-en-Anjou Bleu;49;037;49037;Le Bourg-d'Iré;810;34;844
49;244;49244;Mauges-sur-Loire;49;039;49039;Bourgneuf-en-Mauges;702;18;720
49;069;49069;Orée d'Anjou;49;040;49040;Bouzillé;1613;31;1644
49;307;49307;Loire-Authion;49;042;49042;Brain-sur-l'Authion;3440;121;3561
49;367;49367;Erdre-en-Anjou;49;043;49043;Brain-sur-Longuenée;949;13;962
49;228;49228;Noyant-Villages;49;044;49044;Breil;240;3;243
49;060;49060;Bellevigne-les-Châteaux;49;046;49046;Brézé;1177;24;1201
49;125;49125;Doué-en-Anjou;49;047;49047;Brigné;443;9;452
49;138;49138;Les Bois d'Anjou;49;049;49049;Brion;1156;20;1176
49;050;49050;Brissac Loire Aubance;49;050;49050;Brissac-Quincé;3175;75;3250
49;080;49080;Les Hauts-d'Anjou;49;051;49051;Brissarthe;619;7;626
49;228;49228;Noyant-Villages;49;052;49052;Broc;300;4;304
49;373;49373;Lys-Haut-Layon;49;059;49059;Les Cerqueux-sous-Passavant;492;9;501
49;060;49060;Bellevigne-les-Châteaux;49;060;49060;Chacé;1437;22;1459
49;228;49228;Noyant-Villages;49;062;49062;Chalonnes-sous-le-Lude;129;5;134
49;080;49080;Les Hauts-d'Anjou;49;065;49065;Champigné;2273;76;2349
49;345;49345;Bellevigne-en-Layon;49;066;49066;Champ-sur-Layon;936;14;950
49;067;49067;Chenillé-Champteussé;49;067;49067;Champteussé-sur-Baconne;207;4;211
49;069;49069;Orée d'Anjou;49;069;49069;Champtoceaux;2867;55;2922
49;092;49092;Chemillé-en-Anjou;49;071;49071;Chanzeaux;1080;31;1111
49;023;49023;Beaupréau-en-Mauges;49;072;49072;La Chapelle-du-Genêt;1180;36;1216
49;248;49248;Ombrée d'Anjou;49;073;49073;La Chapelle-Hullin;128;3;131
49;092;49092;Chemillé-en-Anjou;49;074;49074;La Chapelle-Rousselin;853;24;877
49;244;49244;Mauges-sur-Loire;49;075;49075;La Chapelle-Saint-Florent;1532;39;1571
49;331;49331;Segré-en-Anjou Bleu;49;077;49077;La Chapelle-sur-Oudon;689;29;718
49;050;49050;Brissac Loire Aubance;49;078;49078;Charcé-Saint-Ellier-sur-Aubance;731;17;748
49;018;49018;Baugé-en-Anjou;49;079;49079;Chartrené;41;1;42
49;080;49080;Les Hauts-d'Anjou;49;080;49080;Châteauneuf-sur-Sarthe;3067;27;3094
49;331;49331;Segré-en-Anjou Bleu;49;081;49081;Châtelais;695;29;724
49;218;49218;Montrevault-sur-Èvre;49;083;49083;Chaudron-en-Mauges;1458;30;1488
49;163;49163;Jarzé Villages;49;084;49084;Chaumont-d'Anjou;309;6;315
49;218;49218;Montrevault-sur-Èvre;49;085;49085;La Chaussaire;750;15;765
49;086;49086;Terranjou;49;086;49086;Chavagnes;1264;26;1290
49;228;49228;Noyant-Villages;49;087;49087;Chavaignes;91;1;92
49;248;49248;Ombrée d'Anjou;49;088;49088;Chazé-Henry;759;7;766
49;050;49050;Brissac Loire Aubance;49;091;49091;Chemellier;825;20;845
49;092;49092;Chemillé-en-Anjou;49;092;49092;Chemillé;7550;216;7766
49;220;49220;Morannes sur Sarthe-Daumeray;49;093;49093;Chemiré-sur-Sarthe;266;5;271
49;261;49261;Gennes-Val-de-Loire;49;094;49094;Chênehutte-Trèves-Cunault;975;25;1000
49;067;49067;Chenillé-Champteussé;49;095;49095;Chenillé-Changé;134;2;136
49;080;49080;Les Hauts-d'Anjou;49;096;49096;Cherré;551;7;558
49;018;49018;Baugé-en-Anjou;49;097;49097;Cheviré-le-Rouge;870;18;888
49;228;49228;Noyant-Villages;49;098;49098;Chigné;294;7;301
49;018;49018;Baugé-en-Anjou;49;101;49101;Clefs;1064;21;1085
49;248;49248;Ombrée d'Anjou;49;103;49103;Combrée;2732;51;2783
49;125;49125;Doué-en-Anjou;49;104;49104;Concourson-sur-Layon;575;12;587
49;080;49080;Les Hauts-d'Anjou;49;105;49105;Contigné;772;10;782
49;307;49307;Loire-Authion;49;106;49106;Corné;3252;114;3366
49;183;49183;Val d'Erdre-Auxence;49;108;49108;La Cornuaille;967;19;986
49;092;49092;Chemillé-en-Anjou;49;111;49111;Cossé-d'Anjou;438;12;450
49;050;49050;Brissac Loire Aubance;49;115;49115;Coutures;534;13;547
49;018;49018;Baugé-en-Anjou;49;116;49116;Cuon;631;13;644
49;307;49307;Loire-Authion;49;117;49117;La Daguenière;1315;46;1361
49;328;49328;Saumur;49;118;49118;Dampierre-sur-Loire;318;11;329
49;220;49220;Morannes sur Sarthe-Daumeray;49;119;49119;Daumeray;1512;17;1529
49;228;49228;Noyant-Villages;49;122;49122;Dénezé-sous-le-Lude;256;4;260
49;125;49125;Doué-en-Anjou;49;125;49125;Doué-la-Fontaine;7863;160;8023
49;069;49069;Orée d'Anjou;49;126;49126;Drain;2162;41;2203
49;018;49018;Baugé-en-Anjou;49;128;49128;Échemiré;554;11;565
49;345;49345;Bellevigne-en-Layon;49;133;49133;Faveraye-Mâchelles;688;15;703
49;345;49345;Bellevigne-en-Layon;49;134;49134;Faye-d'Anjou;1519;34;1553
49;331;49331;Segré-en-Anjou Bleu;49;136;49136;La Ferrière-de-Flée;356;15;371
49;218;49218;Montrevault-sur-Èvre;49;137;49137;Le Fief-Sauvin;1675;34;1709
49;138;49138;Les Bois d'Anjou;49;138;49138;Fontaine-Guérin;930;28;958
49;194;49194;Mazé-Milon;49;139;49139;Fontaine-Milon;577;13;590
49;125;49125;Doué-en-Anjou;49;141;49141;Forges;350;7;357
49;373;49373;Lys-Haut-Layon;49;142;49142;La Fosse-de-Tigné;234;2;236
49;018;49018;Baugé-en-Anjou;49;143;49143;Fougeré;820;17;837
49;218;49218;Montrevault-sur-Èvre;49;145;49145;Le Fuilet;1821;37;1858
49;021;49021;Beaufort-en-Anjou;49;147;49147;Gée;446;62;508
49;367;49367;Erdre-en-Anjou;49;148;49148;Gené;497;8;505
49;261;49261;Gennes-Val-de-Loire;49;149;49149;Gennes;2353;40;2393
49;228;49228;Noyant-Villages;49;150;49150;Genneteil;302;5;307
49;023;49023;Beaupréau-en-Mauges;49;151;49151;Gesté;2769;84;2853
49;092;49092;Chemillé-en-Anjou;49;153;49153;Valanjou;2231;63;2294
49;261;49261;Gennes-Val-de-Loire;49;154;49154;Grézillé;611;11;622
49;248;49248;Ombrée d'Anjou;49;156;49156;Grugé-l'Hôpital;296;2;298
49;018;49018;Baugé-en-Anjou;49;157;49157;Le Guédeniau;356;7;363
49;331;49331;Segré-en-Anjou Bleu;49;158;49158;L'Hôtellerie-de-Flée;537;23;560
49;174;49174;Huillé-Lézigné;49;159;49159;Huillé;528;10;538
49;023;49023;Beaupréau-en-Mauges;49;162;49162;Jallais;3496;107;3603
49;163;49163;Jarzé Villages;49;163;49163;Jarzé;1884;21;1905
49;023;49023;Beaupréau-en-Mauges;49;165;49165;La Jubaudière;1246;38;1284
49;167;49167;Les Garennes sur Loire;49;167;49167;Juigné-sur-Loire;2801;52;2853
49;180;49180;Longué-Jumelles;49;168;49168;Jumelles;1068;17;1085
49;092;49092;Chemillé-en-Anjou;49;169;49169;La Jumellière;1425;41;1466
49;069;49069;Orée d'Anjou;49;172;49172;Landemont;1928;37;1965
49;228;49228;Noyant-Villages;49;173;49173;Lasse;266;5;271
49;174;49174;Huillé-Lézigné;49;174;49174;Lézigné;776;14;790
49;228;49228;Noyant-Villages;49;175;49175;Linières-Bouton;89;3;92
49;069;49069;Orée d'Anjou;49;177;49177;Liré;2516;48;2564
49;301;49301;Sèvremoine;49;179;49179;Le Longeron;2141;55;2196
49;003;49003;Tuffalun;49;181;49181;Louerre;461;12;473
49;183;49183;Val d'Erdre-Auxence;49;183;49183;Le Louroux-Béconnais;3309;54;3363
49;331;49331;Segré-en-Anjou Bleu;49;184;49184;Louvaines;497;21;518
49;163;49163;Jarzé Villages;49;185;49185;Lué-en-Baugeois;290;9;299
49;050;49050;Brissac Loire Aubance;49;186;49186;Luigné;294;7;301
49;331;49331;Segré-en-Anjou Bleu;49;187;49187;Marans;497;21;518
49;080;49080;Les Hauts-d'Anjou;49;189;49189;Marigné;697;16;713
49;244;49244;Mauges-sur-Loire;49;190;49190;Le Marillais;1077;27;1104
49;086;49086;Terranjou;49;191;49191;Martigné-Briand;1873;34;1907
49;194;49194;Mazé-Milon;49;194;49194;Mazé;5193;78;5271
49;200;49200;Longuenée-en-Anjou;49;196;49196;La Meignanne;2304;69;2373
49;228;49228;Noyant-Villages;49;197;49197;Meigné-le-Vicomte;297;4;301
49;125;49125;Doué-en-Anjou;49;198;49198;Meigné;299;6;305
49;092;49092;Chemillé-en-Anjou;49;199;49199;Melay;1608;46;1654
49;200;49200;Longuenée-en-Anjou;49;200;49200;La Membrolle-sur-Longuenée;2229;36;2265
49;228;49228;Noyant-Villages;49;202;49202;Méon;232;4;236
49;244;49244;Mauges-sur-Loire;49;204;49204;Le Mesnil-en-Vallée;1486;38;1524
49;301;49301;Sèvremoine;49;206;49206;Montfaucon-Montigné;2338;60;2398
49;125;49125;Doué-en-Anjou;49;207;49207;Montfort;86;2;88
49;331;49331;Segré-en-Anjou Bleu;49;208;49208;Montguillon;235;10;245
49;244;49244;Mauges-sur-Loire;49;212;49212;Montjean-sur-Loire;3384;86;3470
49;018;49018;Baugé-en-Anjou;49;213;49213;Montpollin;282;6;288
49;218;49218;Montrevault-sur-Èvre;49;218;49218;Montrevault;1197;25;1222
49;092;49092;Chemillé-en-Anjou;49;225;49225;Neuvy-en-Mauges;849;24;873
49;248;49248;Ombrée d'Anjou;49;226;49226;Noëllet;473;7;480
49;086;49086;Terranjou;49;227;49227;Notre-Dame-d'Allençon;748;6;754
49;228;49228;Noyant-Villages;49;228;49228;Noyant;1746;43;1789
49;331;49331;Segré-en-Anjou Bleu;49;229;49229;Noyant-la-Gravoyère;1932;81;2013
49;003;49003;Tuffalun;49;230;49230;Noyant-la-Plaine;348;5;353
49;373;49373;Lys-Haut-Layon;49;232;49232;Nueil-sur-Layon;1307;19;1326
49;331;49331;Segré-en-Anjou Bleu;49;233;49233;Nyoiseau;1175;49;1224
49;228;49228;Noyant-Villages;49;234;49234;Parçay-les-Pins;791;8;799
49;323;49323;Verrières-en-Anjou;49;238;49238;Pellouailles-les-Vignes;2586;46;2632
49;023;49023;Beaupréau-en-Mauges;49;239;49239;Le Pin-en-Mauges;1375;42;1417
49;200;49200;Longuenée-en-Anjou;49;242;49242;Le Plessis-Macé;1176;19;1195
49;023;49023;Beaupréau-en-Mauges;49;243;49243;La Poitevinière;1121;34;1155
49;244;49244;Mauges-sur-Loire;49;244;49244;La Pommeraye;3902;98;4000
49;018;49018;Baugé-en-Anjou;49;245;49245;Pontigné;226;5;231
49;248;49248;Ombrée d'Anjou;49;248;49248;Pouancé;3133;105;3238
49;367;49367;Erdre-en-Anjou;49;249;49249;La Pouëze;2009;27;2036
49;248;49248;Ombrée d'Anjou;49;250;49250;La Prévière;230;5;235
49;200;49200;Longuenée-en-Anjou;49;251;49251;Pruillé;744;10;754
49;218;49218;Montrevault-sur-Èvre;49;252;49252;Le Puiset-Doré;1159;23;1182
49;080;49080;Les Hauts-d'Anjou;49;254;49254;Querré;360;3;363
49;345;49345;Bellevigne-en-Layon;49;256;49256;Rablay-sur-Layon;742;21;763
49;301;49301;Sèvremoine;49;258;49258;La Renaudière;1029;26;1055
49;261;49261;Gennes-Val-de-Loire;49;261;49261;Les Rosiers-sur-Loire;2325;43;2368
49;301;49301;Sèvremoine;49;263;49263;Roussay;1224;31;1255
49;301;49301;Sèvremoine;49;264;49264;Saint-André-de-la-Marche;2904;75;2979
49;292;49292;Val-du-Layon;49;265;49265;Saint-Aubin-de-Luigné;1292;24;1316
49;092;49092;Chemillé-en-Anjou;49;268;49268;Sainte-Christine;748;21;769
49;069;49069;Orée d'Anjou;49;270;49270;Saint-Christophe-la-Couperie;808;15;823
49;301;49301;Sèvremoine;49;273;49273;Saint-Crespin-sur-Moine;1578;41;1619
49;060;49060;Bellevigne-les-Châteaux;49;274;49274;Saint-Cyr-en-Bourg;836;10;846
49;244;49244;Mauges-sur-Loire;49;276;49276;Saint-Florent-le-Vieil;2896;73;2969
49;331;49331;Segré-en-Anjou Bleu;49;277;49277;Sainte-Gemmes-d'Andigné;1461;61;1522
49;261;49261;Gennes-Val-de-Loire;49;279;49279;Saint-Georges-des-Sept-Voies;656;9;665
49;138;49138;Les Bois d'Anjou;49;280;49280;Saint-Georges-du-Bois;445;6;451
49;092;49092;Chemillé-en-Anjou;49;281;49281;Saint-Georges-des-Gardes;1630;46;1676
49;125;49125;Doué-en-Anjou;49;282;49282;Saint-Georges-sur-Layon;758;15;773
49;301;49301;Sèvremoine;49;285;49285;Saint-Germain-sur-Moine;2988;77;3065
49;373;49373;Lys-Haut-Layon;49;286;49286;Saint-Hilaire-du-Bois;1342;43;1385
49;328;49328;Saumur;49;287;49287;Saint-Hilaire-Saint-Florent;4241;144;4385
49;298;49298;Saint-Léger-de-Linières;49;289;49289;Saint-Jean-de-Linières;1833;36;1869
49;167;49167;Les Garennes sur Loire;49;290;49290;Saint-Jean-des-Mauvrets;1869;59;1928
49;292;49292;Val-du-Layon;49;292;49292;Saint-Lambert-du-Lattay;2216;24;2240
49;328;49328;Saumur;49;293;49293;Saint-Lambert-des-Levées;3128;106;3234
49;244;49244;Mauges-sur-Loire;49;295;49295;Saint-Laurent-de-la-Plaine;1570;40;1610
49;069;49069;Orée d'Anjou;49;296;49296;Saint-Laurent-des-Autels;2248;43;2291
49;244;49244;Mauges-sur-Loire;49;297;49297;Saint-Laurent-du-Mottay;751;19;770
49;298;49298;Saint-Léger-de-Linières;49;298;49298;Saint-Léger-des-Bois;2027;30;2057
49;092;49092;Chemillé-en-Anjou;49;300;49300;Saint-Lézin;746;21;767
49;301;49301;Sèvremoine;49;301;49301;Saint-Macaire-en-Mauges;7425;191;7616
49;018;49018;Baugé-en-Anjou;49;303;49303;Saint-Martin-d'Arcé;786;16;802
49;261;49261;Gennes-Val-de-Loire;49;304;49304;Saint-Martin-de-la-Place;1123;18;1141
49;331;49331;Segré-en-Anjou Bleu;49;305;49305;Saint-Martin-du-Bois;969;41;1010
49;307;49307;Loire-Authion;49;307;49307;Saint-Mathurin-sur-Loire;2543;90;2633
49;248;49248;Ombrée d'Anjou;49;309;49309;Saint-Michel-et-Chanveaux;378;6;384
49;023;49023;Beaupréau-en-Mauges;49;312;49312;Saint-Philbert-en-Mauges;356;11;367
